EID_100001, Dupont, Albert, (024) 777 331 711, albert.dupont@heig-vd.ch, MALE, HEG, Professeur
EID_100246, Dupond, Guillaume, (024) 777 665 165, guillaume.dupond@heig-vd.ch, MALE, TIN, Administratif
EID_100247, Durant, Bernard, (024) 777 758 360, bernard.durant@heig-vd.ch, MALE, HEG, Professeur
EID_100248, De Villiers, Brigitte, (024) 777 274 720, brigitte.de villiers@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100249, Smith, Lucien, (024) 777 888 290, lucien.smith@heig-vd.ch, MALE, HEG, Professeur
EID_100250, Jones, Emma, (024) 777 493 737, emma.jones@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100251, Belmondo, Dylan, (024) 777 667 589, dylan.belmondo@heig-vd.ch, MALE, TIC, Administratif
EID_100252, Belmondo, Didier, (024) 777 564 704, didier.belmondo@heig-vd.ch, MALE, TIC, Etudiant
EID_100253, Delon, Emma, (024) 777 583 272, emma.delon@heig-vd.ch, FEMALE, HEG, Administratif
EID_100254, Clément, Julie, (024) 777 373 514, julie.clement@heig-vd.ch, FEMALE, EC, Etudiant
EID_100255, De Decker, Fabrice, (024) 777 305 272, fabrice.de decker@heig-vd.ch, MALE, DEPG, Etudiant
EID_100256, Jones, Henri, (024) 777 102 689, henri.jones@heig-vd.ch, MALE, TIN, Administratif
EID_100257, Smith, Christine, (024) 777 148 733, christine.smith@heig-vd.ch, FEMALE, TIC, Administratif
EID_100258, Smith, Fabrice, (024) 777 442 816, fabrice.smith@heig-vd.ch, MALE, EC, Etudiant
EID_100259, Delon, Jimmy, (024) 777 438 604, jimmy.delon@heig-vd.ch, MALE, EC, Assistant
EID_100260, Jones, Faustine, (024) 777 226 192, faustine.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100261, Delon, Henriette, (024) 777 683 604, henriette.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_100262, Smith, Christine, (024) 777 155 550, christine.smith@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100263, Dupont, Christine, (024) 777 412 293, christine.dupont@heig-vd.ch, FEMALE, HEG, Professeur
EID_100264, Bauer, Georgette, (024) 777 653 848, georgette.bauer@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100265, Jones, Amélie, (024) 777 817 782, amelie.jones@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100266, Clément, Marc, (024) 777 141 810, marc.clement@heig-vd.ch, MALE, EC, Professeur
EID_100267, Marchand, Lucien, (024) 777 501 783, lucien.marchand@heig-vd.ch, MALE, TIC, Assistant
EID_100268, Dupond, Bryan, (024) 777 630 133, bryan.dupond@heig-vd.ch, MALE, HEG, Assistant
EID_100269, Dupont, Dorothé, (024) 777 496 635, dorothe.dupont@heig-vd.ch, FEMALE, EC, Professeur
EID_100270, Belmondo, Luc, (024) 777 223 785, luc.belmondo@heig-vd.ch, MALE, TIC, Professeur
EID_100271, Smith, Dylan, (024) 777 593 672, dylan.smith@heig-vd.ch, MALE, EC, Etudiant
EID_100272, Bauer, Aurore, (024) 777 768 786, aurore.bauer@heig-vd.ch, FEMALE, EC, Administratif
EID_100273, Dupond, Amélie, (024) 777 252 338, amelie.dupond@heig-vd.ch, FEMALE, HEG, Professeur
EID_100274, Belmondo, Didier, (024) 777 285 815, didier.belmondo@heig-vd.ch, MALE, TIC, Etudiant
EID_100275, Dupond, Fabien, (024) 777 177 568, fabien.dupond@heig-vd.ch, MALE, COMEM, Professeur
EID_100276, De Decker, Fabienne, (024) 777 733 117, fabienne.de decker@heig-vd.ch, FEMALE, EC, Administratif
EID_100277, Bauer, Julie, (024) 777 353 821, julie.bauer@heig-vd.ch, FEMALE, TIC, Assistant
EID_100278, Belmondo, Evelyne, (024) 777 435 447, evelyne.belmondo@heig-vd.ch, FEMALE, TIC, Professeur
EID_100279, Bauer, Emil, (024) 777 121 252, emil.bauer@heig-vd.ch, MALE, DEPG, Etudiant
EID_100280, Belmondo, Fabrice, (024) 777 169 580, fabrice.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_100281, Bauer, Gilles, (024) 777 382 116, gilles.bauer@heig-vd.ch, MALE, HEG, Administratif
EID_100282, Dupond, Fabienne, (024) 777 596 345, fabienne.dupond@heig-vd.ch, FEMALE, EC, Professeur
EID_100283, Delon, Emil, (024) 777 469 515, emil.delon@heig-vd.ch, MALE, TIN, Professeur
EID_100284, Dupont, Emilie, (024) 777 838 746, emilie.dupont@heig-vd.ch, FEMALE, TIC, Professeur
EID_100285, De Villiers, Evelyne, (024) 777 890 793, evelyne.de villiers@heig-vd.ch, FEMALE, HEG, Assistant
EID_100286, De Decker, Cédric, (024) 777 514 441, cedric.de decker@heig-vd.ch, MALE, TIN, Professeur
EID_100287, Smith, Fabien, (024) 777 378 215, fabien.smith@heig-vd.ch, MALE, TIC, Professeur
EID_100288, De Decker, Faustine, (024) 777 114 187, faustine.de decker@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100289, Dupond, Irène, (024) 777 455 537, irene.dupond@heig-vd.ch, FEMALE, EC, Administratif
EID_100290, De Decker, Jimmy, (024) 777 870 853, jimmy.de decker@heig-vd.ch, MALE, TIC, Assistant
EID_100291, Durant, Anne, (024) 777 380 750, anne.durant@heig-vd.ch, FEMALE, HEG, Assistant
EID_100292, Clément, Lucien, (024) 777 489 248, lucien.clement@heig-vd.ch, MALE, EC, Assistant
EID_100293, Jones, Carole, (024) 777 526 143, carole.jones@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100294, Clément, Emilie, (024) 777 559 810, emilie.clement@heig-vd.ch, FEMALE, TIC, Assistant
EID_100295, Jones, Guillaume, (024) 777 191 255, guillaume.jones@heig-vd.ch, MALE, TIN, Professeur
EID_100296, Marchand, Guillaume, (024) 777 704 652, guillaume.marchand@heig-vd.ch, MALE, HEG, Administratif
EID_100297, Simpson, Carole, (024) 777 883 536, carole.simpson@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100298, De Villiers, Anne, (024) 777 829 504, anne.de villiers@heig-vd.ch, FEMALE, HEG, Administratif
EID_100299, Durant, Marc, (024) 777 533 673, marc.durant@heig-vd.ch, MALE, HEG, Assistant
EID_100300, Bauer, Henriette, (024) 777 563 677, henriette.bauer@heig-vd.ch, FEMALE, EC, Professeur
EID_100301, Clément, Faustine, (024) 777 732 196, faustine.clement@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100302, De Villiers, Didier, (024) 777 544 634, didier.de villiers@heig-vd.ch, MALE, TIC, Etudiant
EID_100303, Belmondo, Evelyne, (024) 777 403 856, evelyne.belmondo@heig-vd.ch, FEMALE, HEG, Administratif
EID_100304, Marchand, Danièle, (024) 777 375 740, daniele.marchand@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100305, Durant, Frédéric, (024) 777 839 848, frederic.durant@heig-vd.ch, MALE, TIC, Assistant
EID_100306, De Decker, Bernard, (024) 777 782 457, bernard.de decker@heig-vd.ch, MALE, HEG, Professeur
EID_100307, Smith, Carole, (024) 777 801 893, carole.smith@heig-vd.ch, FEMALE, HEG, Administratif
EID_100308, Belmondo, Cédric, (024) 777 807 629, cedric.belmondo@heig-vd.ch, MALE, HEG, Professeur
EID_100309, Durant, Guillaume, (024) 777 282 192, guillaume.durant@heig-vd.ch, MALE, TIN, Professeur
EID_100310, Smith, Julie, (024) 777 898 558, julie.smith@heig-vd.ch, FEMALE, HEG, Administratif
EID_100311, Dupont, Carole, (024) 777 492 788, carole.dupont@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100312, Smith, Frédéric, (024) 777 131 409, frederic.smith@heig-vd.ch, MALE, EC, Administratif
EID_100313, Durant, Didier, (024) 777 496 499, didier.durant@heig-vd.ch, MALE, TIC, Etudiant
EID_100314, De Decker, Bernadette, (024) 777 501 533, bernadette.de decker@heig-vd.ch, FEMALE, TIC, Professeur
EID_100315, Smith, Danièle, (024) 777 460 606, daniele.smith@heig-vd.ch, FEMALE, EC, Professeur
EID_100316, Belmondo, Cédric, (024) 777 254 396, cedric.belmondo@heig-vd.ch, MALE, TIN, Etudiant
EID_100317, Clément, Emil, (024) 777 642 730, emil.clement@heig-vd.ch, MALE, DEPG, Etudiant
EID_100318, Belmondo, Fabienne, (024) 777 860 329, fabienne.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100319, Simpson, Cédric, (024) 777 648 706, cedric.simpson@heig-vd.ch, MALE, EC, Assistant
EID_100320, Simpson, Charles, (024) 777 864 371, charles.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_100321, Dupond, Bernadette, (024) 777 563 270, bernadette.dupond@heig-vd.ch, FEMALE, HEG, Administratif
EID_100322, De Decker, Gontran, (024) 777 288 747, gontran.de decker@heig-vd.ch, MALE, TIN, Administratif
EID_100323, Marchand, Dorothé, (024) 777 805 591, dorothe.marchand@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100324, Belmondo, Emil, (024) 777 179 869, emil.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_100325, Jones, Christine, (024) 777 879 332, christine.jones@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100326, Delon, Anne, (024) 777 319 681, anne.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100327, Belmondo, Bernadette, (024) 777 550 760, bernadette.belmondo@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100328, Simpson, Henriette, (024) 777 699 732, henriette.simpson@heig-vd.ch, FEMALE, TIN, Professeur
EID_100329, Jones, Danièle, (024) 777 803 668, daniele.jones@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100330, Bauer, Brigitte, (024) 777 451 565, brigitte.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_100331, Dupond, Bernadette, (024) 777 739 649, bernadette.dupond@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100332, Clément, Emilie, (024) 777 629 131, emilie.clement@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100333, De Villiers, Aurore, (024) 777 650 758, aurore.de villiers@heig-vd.ch, FEMALE, EC, Administratif
EID_100334, Delon, Gontran, (024) 777 625 781, gontran.delon@heig-vd.ch, MALE, TIC, Assistant
EID_100335, De Villiers, Bernadette, (024) 777 653 298, bernadette.de villiers@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100336, Belmondo, Amélie, (024) 777 331 355, amelie.belmondo@heig-vd.ch, FEMALE, TIC, Administratif
EID_100337, De Villiers, Bernard, (024) 777 203 551, bernard.de villiers@heig-vd.ch, MALE, TIN, Administratif
EID_100338, Durant, Georgette, (024) 777 374 761, georgette.durant@heig-vd.ch, FEMALE, TIC, Assistant
EID_100339, Durant, Faustine, (024) 777 864 458, faustine.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_100340, Marchand, Gontran, (024) 777 187 643, gontran.marchand@heig-vd.ch, MALE, COMEM, Assistant
EID_100341, Bauer, Fabrice, (024) 777 465 135, fabrice.bauer@heig-vd.ch, MALE, DEPG, Administratif
EID_100342, Dupont, Julien, (024) 777 863 178, julien.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_100343, Dupond, Fabienne, (024) 777 807 773, fabienne.dupond@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100344, Dupont, Julien, (024) 777 471 358, julien.dupont@heig-vd.ch, MALE, DEPG, Professeur
EID_100345, De Villiers, Albert, (024) 777 852 364, albert.de villiers@heig-vd.ch, MALE, TIC, Assistant
EID_100346, Simpson, Fabien, (024) 777 182 157, fabien.simpson@heig-vd.ch, MALE, TIC, Professeur
EID_100347, Dupond, Anne, (024) 777 583 250, anne.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_100348, Simpson, Amélie, (024) 777 807 158, amelie.simpson@heig-vd.ch, FEMALE, HEG, Professeur
EID_100349, Marchand, Cédric, (024) 777 568 325, cedric.marchand@heig-vd.ch, MALE, HEG, Assistant
EID_100350, Jones, Amélie, (024) 777 706 835, amelie.jones@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100351, Belmondo, Bernard, (024) 777 830 348, bernard.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_100352, Dupond, Carole, (024) 777 579 170, carole.dupond@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100353, Jones, Cédric, (024) 777 230 515, cedric.jones@heig-vd.ch, MALE, TIN, Etudiant
EID_100354, Belmondo, Faustine, (024) 777 193 496, faustine.belmondo@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100355, Dupond, Dylan, (024) 777 153 314, dylan.dupond@heig-vd.ch, MALE, HEG, Etudiant
EID_100356, Clément, Albert, (024) 777 568 479, albert.clement@heig-vd.ch, MALE, DEPG, Administratif
EID_100357, Delon, Bryan, (024) 777 826 810, bryan.delon@heig-vd.ch, MALE, COMEM, Professeur
EID_100358, De Villiers, Danièle, (024) 777 323 227, daniele.de villiers@heig-vd.ch, FEMALE, EC, Administratif
EID_100359, Jones, Edgar, (024) 777 666 885, edgar.jones@heig-vd.ch, MALE, EC, Assistant
EID_100360, Dupont, Christine, (024) 777 212 370, christine.dupont@heig-vd.ch, FEMALE, EC, Assistant
EID_100361, Bauer, Luc, (024) 777 743 863, luc.bauer@heig-vd.ch, MALE, HEG, Professeur
EID_100362, Smith, Danièle, (024) 777 763 146, daniele.smith@heig-vd.ch, FEMALE, HEG, Assistant
EID_100363, Belmondo, Dorothé, (024) 777 599 102, dorothe.belmondo@heig-vd.ch, FEMALE, HEG, Professeur
EID_100364, De Villiers, Cédric, (024) 777 601 380, cedric.de villiers@heig-vd.ch, MALE, EC, Administratif
EID_100365, Simpson, Dorothé, (024) 777 199 307, dorothe.simpson@heig-vd.ch, FEMALE, TIN, Administratif
EID_100366, Dupont, Julie, (024) 777 851 257, julie.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100367, Belmondo, Evelyne, (024) 777 337 230, evelyne.belmondo@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100368, Delon, Faustine, (024) 777 532 326, faustine.delon@heig-vd.ch, FEMALE, TIN, Assistant
EID_100369, De Decker, Jimmy, (024) 777 809 238, jimmy.de decker@heig-vd.ch, MALE, TIN, Assistant
EID_100370, Jones, Evelyne, (024) 777 508 683, evelyne.jones@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100371, Dupond, Bernard, (024) 777 210 363, bernard.dupond@heig-vd.ch, MALE, COMEM, Etudiant
EID_100372, De Decker, Julien, (024) 777 629 822, julien.de decker@heig-vd.ch, MALE, DEPG, Etudiant
EID_100373, Delon, Aurore, (024) 777 150 384, aurore.delon@heig-vd.ch, FEMALE, EC, Etudiant
EID_100374, Clément, Emilie, (024) 777 330 178, emilie.clement@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100375, Dupont, Julien, (024) 777 114 483, julien.dupont@heig-vd.ch, MALE, TIC, Professeur
EID_100376, Delon, Didier, (024) 777 538 464, didier.delon@heig-vd.ch, MALE, COMEM, Etudiant
EID_100377, De Villiers, Carine, (024) 777 744 758, carine.de villiers@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100378, Dupont, Bernadette, (024) 777 719 241, bernadette.dupont@heig-vd.ch, FEMALE, EC, Professeur
EID_100379, Delon, Frédéric, (024) 777 146 673, frederic.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_100380, Smith, Carole, (024) 777 167 374, carole.smith@heig-vd.ch, FEMALE, HEG, Administratif
EID_100381, Smith, Marc, (024) 777 575 717, marc.smith@heig-vd.ch, MALE, EC, Administratif
EID_100382, Bauer, Henri, (024) 777 179 290, henri.bauer@heig-vd.ch, MALE, DEPG, Etudiant
EID_100383, Belmondo, Henriette, (024) 777 742 744, henriette.belmondo@heig-vd.ch, FEMALE, HEG, Professeur
EID_100384, Smith, Carine, (024) 777 352 776, carine.smith@heig-vd.ch, FEMALE, EC, Assistant
EID_100385, Clément, Edgar, (024) 777 130 284, edgar.clement@heig-vd.ch, MALE, HEG, Professeur
EID_100386, Simpson, Didier, (024) 777 742 494, didier.simpson@heig-vd.ch, MALE, DEPG, Assistant
EID_100387, Belmondo, Bryan, (024) 777 676 180, bryan.belmondo@heig-vd.ch, MALE, COMEM, Etudiant
EID_100388, Smith, Frédéric, (024) 777 228 571, frederic.smith@heig-vd.ch, MALE, HEG, Administratif
EID_100389, De Villiers, Carole, (024) 777 231 630, carole.de villiers@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100390, Marchand, Guillaume, (024) 777 742 173, guillaume.marchand@heig-vd.ch, MALE, HEG, Professeur
EID_100391, De Villiers, Edgar, (024) 777 517 653, edgar.de villiers@heig-vd.ch, MALE, TIC, Etudiant
EID_100392, Belmondo, Emilie, (024) 777 111 202, emilie.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_100393, De Decker, Evelyne, (024) 777 336 560, evelyne.de decker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100394, De Decker, Fabrice, (024) 777 540 741, fabrice.de decker@heig-vd.ch, MALE, EC, Assistant
EID_100395, Dupond, Edgar, (024) 777 162 747, edgar.dupond@heig-vd.ch, MALE, EC, Etudiant
EID_100396, Clément, Aurore, (024) 777 595 324, aurore.clement@heig-vd.ch, FEMALE, HEG, Professeur
EID_100397, Delon, Fabien, (024) 777 215 169, fabien.delon@heig-vd.ch, MALE, TIN, Professeur
EID_100398, De Villiers, Bryan, (024) 777 566 245, bryan.de villiers@heig-vd.ch, MALE, DEPG, Professeur
EID_100399, Dupond, Emma, (024) 777 662 391, emma.dupond@heig-vd.ch, FEMALE, HEG, Administratif
EID_100400, Simpson, Albert, (024) 777 817 100, albert.simpson@heig-vd.ch, MALE, HEG, Assistant
EID_100401, Marchand, Guillaume, (024) 777 463 385, guillaume.marchand@heig-vd.ch, MALE, HEG, Professeur
EID_100402, Smith, Evelyne, (024) 777 428 771, evelyne.smith@heig-vd.ch, FEMALE, EC, Administratif
EID_100403, Smith, Emma, (024) 777 322 697, emma.smith@heig-vd.ch, FEMALE, TIC, Professeur
EID_100404, Belmondo, Didier, (024) 777 685 302, didier.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_100405, Marchand, Emma, (024) 777 493 558, emma.marchand@heig-vd.ch, FEMALE, TIN, Administratif
EID_100406, Jones, Cédric, (024) 777 734 399, cedric.jones@heig-vd.ch, MALE, DEPG, Etudiant
EID_100407, Durant, Faustine, (024) 777 203 662, faustine.durant@heig-vd.ch, FEMALE, EC, Etudiant
EID_100408, Belmondo, Guillaume, (024) 777 887 831, guillaume.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_100409, Jones, Carine, (024) 777 782 163, carine.jones@heig-vd.ch, FEMALE, EC, Etudiant
EID_100410, Jones, Marc, (024) 777 176 775, marc.jones@heig-vd.ch, MALE, TIC, Assistant
EID_100411, Bauer, Henriette, (024) 777 679 358, henriette.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_100412, Bauer, Faustine, (024) 777 267 825, faustine.bauer@heig-vd.ch, FEMALE, TIN, Professeur
EID_100413, Bauer, Amélie, (024) 777 420 883, amelie.bauer@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100414, Delon, Aurore, (024) 777 537 111, aurore.delon@heig-vd.ch, FEMALE, TIC, Professeur
EID_100415, Delon, Christine, (024) 777 179 750, christine.delon@heig-vd.ch, FEMALE, HEG, Assistant
EID_100416, Marchand, Aurore, (024) 777 747 673, aurore.marchand@heig-vd.ch, FEMALE, TIC, Administratif
EID_100417, De Decker, Dorothé, (024) 777 744 382, dorothe.de decker@heig-vd.ch, FEMALE, TIN, Administratif
EID_100418, Smith, Fabien, (024) 777 671 381, fabien.smith@heig-vd.ch, MALE, DEPG, Administratif
EID_100419, Bauer, Irène, (024) 777 540 796, irene.bauer@heig-vd.ch, FEMALE, TIN, Assistant
EID_100420, Simpson, Lucien, (024) 777 473 161, lucien.simpson@heig-vd.ch, MALE, TIN, Administratif
EID_100421, De Villiers, Brigitte, (024) 777 849 848, brigitte.de villiers@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100422, Clément, Cédric, (024) 777 588 566, cedric.clement@heig-vd.ch, MALE, HEG, Assistant
EID_100423, Delon, Dylan, (024) 777 411 133, dylan.delon@heig-vd.ch, MALE, TIN, Etudiant
EID_100424, Bauer, Emilie, (024) 777 824 894, emilie.bauer@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100425, Durant, Danièle, (024) 777 428 759, daniele.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_100426, Smith, Bryan, (024) 777 352 680, bryan.smith@heig-vd.ch, MALE, COMEM, Assistant
EID_100427, Delon, Lucien, (024) 777 603 541, lucien.delon@heig-vd.ch, MALE, DEPG, Assistant
EID_100428, Bauer, Fabrice, (024) 777 157 376, fabrice.bauer@heig-vd.ch, MALE, TIC, Administratif
EID_100429, Dupond, Emilie, (024) 777 790 454, emilie.dupond@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100430, Clément, Didier, (024) 777 866 800, didier.clement@heig-vd.ch, MALE, HEG, Etudiant
EID_100431, Durant, Marc, (024) 777 234 565, marc.durant@heig-vd.ch, MALE, HEG, Administratif
EID_100432, Jones, Charles, (024) 777 881 206, charles.jones@heig-vd.ch, MALE, EC, Administratif
EID_100433, Delon, Didier, (024) 777 894 615, didier.delon@heig-vd.ch, MALE, TIC, Assistant
EID_100434, Marchand, Emil, (024) 777 397 512, emil.marchand@heig-vd.ch, MALE, EC, Professeur
EID_100435, De Decker, Georgette, (024) 777 527 103, georgette.de decker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100436, Smith, Faustine, (024) 777 440 843, faustine.smith@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100437, Durant, Jimmy, (024) 777 182 446, jimmy.durant@heig-vd.ch, MALE, COMEM, Administratif
EID_100438, Marchand, Fabrice, (024) 777 597 812, fabrice.marchand@heig-vd.ch, MALE, HEG, Administratif
EID_100439, Clément, Irène, (024) 777 434 127, irene.clement@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100440, Bauer, Edgar, (024) 777 836 408, edgar.bauer@heig-vd.ch, MALE, HEG, Professeur
EID_100441, Durant, Faustine, (024) 777 732 404, faustine.durant@heig-vd.ch, FEMALE, EC, Etudiant
EID_100442, Marchand, Albert, (024) 777 872 100, albert.marchand@heig-vd.ch, MALE, TIN, Administratif
EID_100443, De Decker, Fabrice, (024) 777 188 271, fabrice.de decker@heig-vd.ch, MALE, HEG, Professeur
EID_100444, Clément, Dorothé, (024) 777 891 538, dorothe.clement@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100445, Simpson, Frédéric, (024) 777 573 371, frederic.simpson@heig-vd.ch, MALE, DEPG, Etudiant
EID_100446, Belmondo, Bryan, (024) 777 667 820, bryan.belmondo@heig-vd.ch, MALE, DEPG, Administratif
EID_100447, Marchand, Frédéric, (024) 777 600 522, frederic.marchand@heig-vd.ch, MALE, TIN, Etudiant
EID_100448, Jones, Julien, (024) 777 216 468, julien.jones@heig-vd.ch, MALE, HEG, Professeur
EID_100449, De Decker, Bernard, (024) 777 654 567, bernard.de decker@heig-vd.ch, MALE, TIN, Assistant
EID_100450, Marchand, Bryan, (024) 777 624 480, bryan.marchand@heig-vd.ch, MALE, TIC, Professeur
EID_100451, Jones, Marc, (024) 777 535 388, marc.jones@heig-vd.ch, MALE, TIC, Administratif
EID_100452, Durant, Charles, (024) 777 596 843, charles.durant@heig-vd.ch, MALE, COMEM, Professeur
EID_100453, Clément, Marc, (024) 777 454 106, marc.clement@heig-vd.ch, MALE, DEPG, Etudiant
EID_100454, Jones, Georgette, (024) 777 657 443, georgette.jones@heig-vd.ch, FEMALE, TIC, Assistant
EID_100455, Smith, Bernard, (024) 777 720 336, bernard.smith@heig-vd.ch, MALE, TIN, Assistant
